"tool_final","Orthogroup","Ambrosia","Non_Ambrosia","NumberGenes"
"Virulence","N0.HOG0002958",1,1,651
"Virulence","N0.HOG0002961",0,1,797
"Virulence","N0.HOG0002963",0,2,1108
"Virulence","N0.HOG0002964",2,1,184
"Virulence","N0.HOG0002965",0,1,797
"Virulence","N0.HOG0002966",2,0,645
"Virulence","N0.HOG0002967",0,1,797
"Virulence","N0.HOG0002968",1,2,163
"Virulence","N0.HOG0002972",3,0,128
"Virulence","N0.HOG0002973",2,2,439
"Virulence","N0.HOG0002975",0,2,1108
"Virulence","N0.HOG0002977",2,0,645
"Virulence","N0.HOG0002978",1,1,651
"Virulence","N0.HOG0002979",2,1.5,40
"Virulence","N0.HOG0002982",1,0,168
"Virulence","N0.HOG0002983",1,0,168
"Virulence","N0.HOG0002985",2,0,645
"Virulence","N0.HOG0002991",1,1,651
"Virulence","N0.HOG0002992",2,2.5,13
"Virulence","N0.HOG0002994",1,1,651
"Virulence","N0.HOG0002995",1,1,651
"Virulence","N0.HOG0002996",0,2,1108
"Virulence","N0.HOG0002999",0,2,1108
"Virulence","N0.HOG0003000",0,1,797
"Virulence","N0.HOG0003006",2,1,184
"Virulence","N0.HOG0003007",2,1,184
"Virulence","N0.HOG0003009",0,1,797
"Virulence","N0.HOG0003010",0,2,1108
"Virulence","N0.HOG0003011",2,2.5,13
"Virulence","N0.HOG0003013",0,2,1108
"Virulence","N0.HOG0003014",1,1,651
"Virulence","N0.HOG0003015",3,0,128
"Virulence","N0.HOG0003017",2,0,645
"Virulence","N0.HOG0003019",1.5,0,48
"Virulence","N0.HOG0003020",0,1.5,76
"Virulence","N0.HOG0003021",1,4,7
"Virulence","N0.HOG0003026",2,1,184
"Virulence","N0.HOG0003028",1,1,651
"Virulence","N0.HOG0003030",2,0,645
"Virulence","N0.HOG0003033",0,2,1108
"Virulence","N0.HOG0003036",2,2,439
"Virulence","N0.HOG0003038",2,0,645
"Virulence","N0.HOG0003041",1,1,651
"Virulence","N0.HOG0003043",0,1,797
"Virulence","N0.HOG0003044",0,1,797
"Virulence","N0.HOG0003045",1,2,163
"Virulence","N0.HOG0003046",2,0,645
"Virulence","N0.HOG0003048",2,1,184
"Virulence","N0.HOG0003049",1,1,651
"Virulence","N0.HOG0003050",2,1.5,40
"Virulence","N0.HOG0003052",1,1,651
"Virulence","N0.HOG0003053",2,2,439
"Virulence","N0.HOG0003054",1,1,651
"Virulence","N0.HOG0003055",0,3,177
"Virulence","N0.HOG0003056",1,0,168
"Virulence","N0.HOG0003057",1,1,651
"Virulence","N0.HOG0003058",3,0,128
"Virulence","N0.HOG0003060",2,2,439
"Virulence","N0.HOG0003061",1,1,651
"Virulence","N0.HOG0003062",1,1,651
"Virulence","N0.HOG0003063",0,1,797
"Virulence","N0.HOG0003064",0,2,1108
"Virulence","N0.HOG0003067",2,2,439
"Virulence","N0.HOG0003071",0,2,1108
"Virulence","N0.HOG0003072",1,1.5,50
"Virulence","N0.HOG0003074",3,5.5,2
"Virulence","N0.HOG0003075",2,2,439
"Virulence","N0.HOG0003080",0,2,1108
"Virulence","N0.HOG0003083",0,1,797
"Virulence","N0.HOG0003084",2.5,2,8
"Virulence","N0.HOG0003085",2,0,645
"Virulence","N0.HOG0003086",0,1,797
"Virulence","N0.HOG0003089",2,0,645
"Virulence","N0.HOG0003092",2,2,439
"Virulence","N0.HOG0003094",2,2,439
"Virulence","N0.HOG0003097",1,1,651
"Virulence","N0.HOG0003098",0,2,1108
"Virulence","N0.HOG0003100",1,1,651
"Virulence","N0.HOG0003101",0,2,1108
"Virulence","N0.HOG0003102",2,0,645
"Virulence","N0.HOG0003103",0,2,1108
"Virulence","N0.HOG0003104",0,1.5,76
"Virulence","N0.HOG0003105",2,2,439
"Virulence","N0.HOG0003107",2,1,184
"Virulence","N0.HOG0003110",0,1,797
"Virulence","N0.HOG0003112",1,1,651
"Virulence","N0.HOG0003114",1,1,651
"Virulence","N0.HOG0003115",2,1.5,40
"Virulence","N0.HOG0003116",1,1,651
"Virulence","N0.HOG0003117",2,0,645
"Virulence","N0.HOG0003118",1,1,651
"Virulence","N0.HOG0003121",0,1,797
"Virulence","N0.HOG0003122",2,0,645
"Virulence","N0.HOG0003123",1,1,651
"Virulence","N0.HOG0003124",0,2,1108
"Virulence","N0.HOG0003125",0,1,797
"Virulence","N0.HOG0003128",1,1,651
"Virulence","N0.HOG0003129",1,0,168
"Virulence","N0.HOG0003130",2,1,184
"Virulence","N0.HOG0003134",1,1,651
"Virulence","N0.HOG0003135",1,1,651
"Virulence","N0.HOG0003137",2,1,184
"Virulence","N0.HOG0003139",0,2,1108
"Virulence","N0.HOG0003140",1,1,651
"Virulence","N0.HOG0003141",1,1,651
"Virulence","N0.HOG0003142",0,2,1108
"Virulence","N0.HOG0003145",2,1,184
"Virulence","N0.HOG0003148",3,3,60
"Virulence","N0.HOG0003150",2,0,645
"Virulence","N0.HOG0003153",0,2,1108
"Virulence","N0.HOG0003155",2,0,645
"Virulence","N0.HOG0003159",1,1,651
"Virulence","N0.HOG0003161",0,2,1108
"Virulence","N0.HOG0003164",2,2,439
"Virulence","N0.HOG0003165",1,1,651
"Virulence","N0.HOG0003166",2,0,645
"Virulence","N0.HOG0003167",2,1,184
"Virulence","N0.HOG0003168",0,2,1108
"Virulence","N0.HOG0003169",0,2,1108
"Virulence","N0.HOG0003172",2,0,645
"Virulence","N0.HOG0003173",1,1,651
"Virulence","N0.HOG0003174",1,1,651
"Virulence","N0.HOG0003176",2,1,184
"Virulence","N0.HOG0003177",1,1,651
"Virulence","N0.HOG0003178",2,0,645
"Virulence","N0.HOG0003180",1,1,651
"Virulence","N0.HOG0003184",2,0,645
"Virulence","N0.HOG0003185",2,2,439
"Virulence","N0.HOG0003186",2,2,439
"Virulence","N0.HOG0003187",0,2,1108
"Virulence","N0.HOG0003190",0,2,1108
"Virulence","N0.HOG0003192",0,1,797
"Virulence","N0.HOG0003195",0,2,1108
"Virulence","N0.HOG0003196",2,0,645
"Virulence","N0.HOG0003197",0,2,1108
"Virulence","N0.HOG0003198",4,3,22
"Virulence","N0.HOG0003199",1,0,168
"Virulence","N0.HOG0003200",2,0,645
"Virulence","N0.HOG0003201",2,1,184
"Virulence","N0.HOG0003203",2,0,645
"Virulence","N0.HOG0003208",0,1,797
"Virulence","N0.HOG0003212",2,2,439
"Virulence","N0.HOG0003213",1,1,651
"Virulence","N0.HOG0003219",0,2,1108
"Virulence","N0.HOG0003220",2,2,439
"Virulence","N0.HOG0003223",1,1,651
"Virulence","N0.HOG0003224",0,2,1108
"Virulence","N0.HOG0003225",1,1,651
"Virulence","N0.HOG0003226",0,1,797
"Virulence","N0.HOG0003229",0,2,1108
"Virulence","N0.HOG0003230",1,1,651
"Virulence","N0.HOG0003232",2,0,645
"Virulence","N0.HOG0003236",1,1,651
"Virulence","N0.HOG0003237",1,1,651
"Virulence","N0.HOG0003238",0,1,797
"Virulence","N0.HOG0003240",1,1,651
"Virulence","N0.HOG0003242",0,5,70
"Virulence","N0.HOG0003244",1,1,651
"Virulence","N0.HOG0003247",5,4,12
"Virulence","N0.HOG0003249",1,1,651
"Virulence","N0.HOG0003250",0,2,1108
"Virulence","N0.HOG0003251",2,0,645
"Virulence","N0.HOG0003254",0,2,1108
"Virulence","N0.HOG0003255",2,0,645
"Virulence","N0.HOG0003256",2,0,645
"Virulence","N0.HOG0003259",0,2,1108
"Virulence","N0.HOG0003263",1,1,651
"Virulence","N0.HOG0003265",1,1,651
"Virulence","N0.HOG0003267",2,1,184
"Virulence","N0.HOG0003268",2,2,439
"Virulence","N0.HOG0003272",3,2,58
"Virulence","N0.HOG0003274",1,1,651
"Virulence","N0.HOG0003277",2,0,645
"Virulence","N0.HOG0003280",0,7,24
"Virulence","N0.HOG0003282",0,1,797
"Virulence","N0.HOG0003283",0,2,1108
"Virulence","N0.HOG0003285",0,2,1108
"Virulence","N0.HOG0003296",1,1,651
"Virulence","N0.HOG0003298",2,2,439
"Virulence","N0.HOG0003299",1.5,2,38
"Virulence","N0.HOG0003303",0,2,1108
"Virulence","N0.HOG0003305",0,1,797
"Virulence","N0.HOG0003309",0,1.5,76
"Virulence","N0.HOG0003310",0,2,1108
"Virulence","N0.HOG0003312",0,2,1108
"Virulence","N0.HOG0003317",0,2,1108
"Virulence","N0.HOG0003318",2,0,645
"Virulence","N0.HOG0003319",3,4,11
"Virulence","N0.HOG0003323",1,2,163
"Virulence","N0.HOG0003324",1,1,651
"Virulence","N0.HOG0003327",0,2,1108
"Virulence","N0.HOG0003331",1,2,163
"Virulence","N0.HOG0003333",5,0,26
"Virulence","N0.HOG0003335",2,2,439
"Virulence","N0.HOG0003336",0,2,1108
"Virulence","N0.HOG0003339",2,0,645
"Virulence","N0.HOG0003341",1,1,651
"Virulence","N0.HOG0003346",0,2,1108
"Virulence","N0.HOG0003347",1,1,651
"Virulence","N0.HOG0003348",1,1,651
"Virulence","N0.HOG0003351",2,1,184
"Virulence","N0.HOG0003354",2,2,439
"Virulence","N0.HOG0003355",2,2,439
"Virulence","N0.HOG0003356",1,1,651
"Virulence","N0.HOG0003359",2,3,45
"Virulence","N0.HOG0003362",1,1,651
"Virulence","N0.HOG0003366",2,2,439
"Virulence","N0.HOG0003369",0,2,1108
"Virulence","N0.HOG0003371",0,2,1108
"Virulence","N0.HOG0003373",2,0,645
"Virulence","N0.HOG0003376",1,1,651
"Virulence","N0.HOG0003377",0,1,797
"Virulence","N0.HOG0003378",2,2,439
"Virulence","N0.HOG0003379",1,1,651
"Virulence","N0.HOG0003380",0,1,797
"Virulence","N0.HOG0003382",0,4,110
"Virulence","N0.HOG0003388",0,2,1108
"Virulence","N0.HOG0003391",0,2,1108
"Virulence","N0.HOG0003392",1,1,651
"Virulence","N0.HOG0003394",1,1,651
"Virulence","N0.HOG0003395",0,2,1108
"Virulence","N0.HOG0003398",0,2,1108
"Virulence","N0.HOG0003403",1,1,651
"Virulence","N0.HOG0003404",0,2,1108
"Virulence","N0.HOG0003405",2,2,439
"Virulence","N0.HOG0003407",1,1,651
"Virulence","N0.HOG0003409",2,0,645
"Virulence","N0.HOG0003410",2,2,439
"Virulence","N0.HOG0003413",1,1,651
"Virulence","N0.HOG0003414",1,1,651
"Virulence","N0.HOG0003415",0,1,797
"Virulence","N0.HOG0003417",0,1,797
"Virulence","N0.HOG0003418",1,1,651
"Virulence","N0.HOG0003423",0,2,1108
"Virulence","N0.HOG0003428",0,2,1108
"Virulence","N0.HOG0003429",0,1,797
"Virulence","N0.HOG0003430",2,1.5,40
"Virulence","N0.HOG0003431",1,1,651
"Virulence","N0.HOG0003435",0,1,797
"Virulence","N0.HOG0003438",1.5,2,38
"Virulence","N0.HOG0003442",2,0,645
"Virulence","N0.HOG0003443",0,2,1108
"Virulence","N0.HOG0003445",5,0,26
"Virulence","N0.HOG0003448",0,1,797
"Virulence","N0.HOG0003453",2,0,645
"Virulence","N0.HOG0003455",2,1,184
"Virulence","N0.HOG0003456",0,1,797
"Virulence","N0.HOG0003458",0,1,797
"Virulence","N0.HOG0003461",2,1,184
"Virulence","N0.HOG0003464",0,2,1108
"Virulence","N0.HOG0003465",2,2,439
"Virulence","N0.HOG0003466",2,2,439
"Virulence","N0.HOG0003467",0,2,1108
"Virulence","N0.HOG0003471",1,1,651
"Virulence","N0.HOG0003476",2,2,439
"Virulence","N0.HOG0003477",2,1,184
"Virulence","N0.HOG0003478",0,1,797
"Virulence","N0.HOG0003479",1,1,651
"Virulence","N0.HOG0003480",2,0,645
"Virulence","N0.HOG0003483",0,2,1108
"Virulence","N0.HOG0003485",0,1,797
"Virulence","N0.HOG0003486",0,1,797
"Virulence","N0.HOG0003487",2,1,184
"Virulence","N0.HOG0003488",1.5,2,38
"Virulence","N0.HOG0003489",0,3,177
"Virulence","N0.HOG0003490",2,0,645
"Virulence","N0.HOG0003491",0,1,797
"Virulence","N0.HOG0003492",1,1,651
"Virulence","N0.HOG0003494",0,2,1108
"Virulence","N0.HOG0003495",2,0,645
"Virulence","N0.HOG0003496",2,2,439
"Virulence","N0.HOG0003498",0,1,797
"Virulence","N0.HOG0003499",0,2,1108
"Virulence","N0.HOG0003501",2,0,645
"Virulence","N0.HOG0003502",0,2,1108
"Virulence","N0.HOG0003504",1,1,651
"Virulence","N0.HOG0003506",0,2,1108
"Virulence","N0.HOG0003507",0,2,1108
"Virulence","N0.HOG0003509",2,1,184
"Virulence","N0.HOG0003510",1,1,651
"Virulence","N0.HOG0003513",2,0,645
"Virulence","N0.HOG0003514",2,2,439
"Virulence","N0.HOG0003516",0,2,1108
"Virulence","N0.HOG0003518",1,1,651
"Virulence","N0.HOG0003520",1,1,651
"Virulence","N0.HOG0003521",0,1,797
"Virulence","N0.HOG0003523",0,3,177
"Virulence","N0.HOG0003531",1,2,163
"Virulence","N0.HOG0003533",0,2,1108
"Virulence","N0.HOG0003534",1,1,651
"Virulence","N0.HOG0003536",0,2,1108
"Virulence","N0.HOG0003538",0,1,797
"Virulence","N0.HOG0003539",0,1,797
"Virulence","N0.HOG0003540",0,1,797
"Virulence","N0.HOG0003541",0,1,797
"Virulence","N0.HOG0003544",1,2,163
"Virulence","N0.HOG0003545",0,1.5,76
"Virulence","N0.HOG0003552",1,1,651
"Virulence","N0.HOG0003553",0,2,1108
"Virulence","N0.HOG0003555",1,1,651
"Virulence","N0.HOG0003557",2,0,645
"Virulence","N0.HOG0003559",2,0,645
"Virulence","N0.HOG0003560",0,1,797
"Virulence","N0.HOG0003562",0,2,1108
"Virulence","N0.HOG0003564",2,0,645
"Virulence","N0.HOG0003567",1,1,651
"Virulence","N0.HOG0003568",0,2,1108
"Virulence","N0.HOG0003569",0,1.5,76
"Virulence","N0.HOG0003570",0,2,1108
"Virulence","N0.HOG0003571",1,0,168
"Virulence","N0.HOG0003572",0,1,797
"Virulence","N0.HOG0003573",1,1,651
"Virulence","N0.HOG0003575",0,2,1108
"Virulence","N0.HOG0003576",1,1,651
"Virulence","N0.HOG0003582",1,1,651
"Virulence","N0.HOG0003584",1,1,651
"Virulence","N0.HOG0003587",0,2,1108
"Virulence","N0.HOG0003590",2,0,645
"Virulence","N0.HOG0003592",0,2,1108
"Virulence","N0.HOG0003595",2,0,645
"Virulence","N0.HOG0003597",3,3,60
"Virulence","N0.HOG0003598",1.5,2,38
"Virulence","N0.HOG0003599",2,0,645
"Virulence","N0.HOG0003604",0,2,1108
"Virulence","N0.HOG0003606",0,2,1108
"Virulence","N0.HOG0003607",1,1,651
"Virulence","N0.HOG0003609",2,2,439
"Virulence","N0.HOG0003610",3.5,0,7
"Virulence","N0.HOG0003611",0,1,797
"Virulence","N0.HOG0003612",1,1,651
"Virulence","N0.HOG0003618",0,2,1108
"Virulence","N0.HOG0003621",1,1,651
"Virulence","N0.HOG0003622",0,1,797
"Virulence","N0.HOG0003624",1,1,651
"Virulence","N0.HOG0003629",1,2,163
"Virulence","N0.HOG0003630",1.5,1,33
"Virulence","N0.HOG0003631",5,3.5,3
"Virulence","N0.HOG0003632",1,1,651
"Virulence","N0.HOG0003633",0,5,70
"Virulence","N0.HOG0003634",0,1,797
"Virulence","N0.HOG0003636",1.5,0,48
"Virulence","N0.HOG0003637",1,1,651
"Virulence","N0.HOG0003640",1,1,651
"Virulence","N0.HOG0003642",2,2,439
"Virulence","N0.HOG0003643",0,2,1108
"Virulence","N0.HOG0003644",3,2.5,8
"Virulence","N0.HOG0003646",2,2,439
"Virulence","N0.HOG0003647",1,1,651
"Virulence","N0.HOG0003649",0,2,1108
"Virulence","N0.HOG0003650",1,1,651
"Virulence","N0.HOG0003651",1.5,4,1
"Virulence","N0.HOG0003653",2,2,439
"Virulence","N0.HOG0003655",3,2.5,8
"Virulence","N0.HOG0003657",0,2,1108
"Virulence","N0.HOG0003658",1.5,2,38
"Virulence","N0.HOG0003660",0,1,797
"Virulence","N0.HOG0003664",0,2,1108
"Virulence","N0.HOG0003668",1,1,651
"Virulence","N0.HOG0003669",0,5,70
"Virulence","N0.HOG0003670",2,2,439
"Virulence","N0.HOG0003672",1,1,651
"Virulence","N0.HOG0003675",0,5,70
"Virulence","N0.HOG0003676",0,1,797
"Virulence","N0.HOG0003682",0,2,1108
"Virulence","N0.HOG0003684",0,2,1108
"Virulence","N0.HOG0003685",1,1,651
"Virulence","N0.HOG0003691",0,1,797
"Virulence","N0.HOG0003693",1,1,651
"Virulence","N0.HOG0003698",0,2,1108
"Virulence","N0.HOG0003703",0,2,1108
"Virulence","N0.HOG0003705",1,1,651
"Virulence","N0.HOG0003707",0,2,1108
"Virulence","N0.HOG0003709",1,1,651
"Virulence","N0.HOG0003710",0,2,1108
"Virulence","N0.HOG0003714",2,0,645
"Virulence","N0.HOG0003720",0,2,1108
"Virulence","N0.HOG0003721",1,1,651
"Virulence","N0.HOG0003722",2,0,645
"Virulence","N0.HOG0003725",0,1,797
"Virulence","N0.HOG0003726",1,1,651
"Virulence","N0.HOG0003727",0,2,1108
"Virulence","N0.HOG0003733",0,2,1108
"Virulence","N0.HOG0003739",1,1,651
"Virulence","N0.HOG0003740",1,1,651
"Virulence","N0.HOG0003742",1,1,651
"Virulence","N0.HOG0003746",0,1,797
"Virulence","N0.HOG0003747",1,1,651
"Virulence","N0.HOG0003748",2,0,645
"Virulence","N0.HOG0003750",0,1.5,76
"Virulence","N0.HOG0003751",0,1,797
"Virulence","N0.HOG0003756",1,1,651
"Virulence","N0.HOG0003758",1.5,0,48
"Virulence","N0.HOG0003759",0,2,1108
"Virulence","N0.HOG0003760",4,4,17
"Virulence","N0.HOG0003762",2,0,645
"Virulence","N0.HOG0003769",1,1,651
"Virulence","N0.HOG0003770",2,0,645
"Virulence","N0.HOG0003776",0,1.5,76
"Virulence","N0.HOG0003784",2,0,645
"Virulence","N0.HOG0003789",0,1,797
"Virulence","N0.HOG0003790",3,3,60
"Virulence","N0.HOG0003794",1,1,651
"Virulence","N0.HOG0003795",1,1.5,50
"Virulence","N0.HOG0003799",0,2,1108
"Virulence","N0.HOG0003804",4.5,0,6
"Virulence","N0.HOG0003805",1,1,651
"Virulence","N0.HOG0003808",0,2,1108
"Virulence","N0.HOG0003811",0,2,1108
"Virulence","N0.HOG0003813",0,1,797
"Virulence","N0.HOG0003814",2,1,184
"Virulence","N0.HOG0003817",1,1,651
"Virulence","N0.HOG0003819",3,2,58
"Virulence","N0.HOG0003821",1,1,651
"Virulence","N0.HOG0003822",0,2,1108
"Virulence","N0.HOG0003824",2,0,645
"Virulence","N0.HOG0003827",1,1,651
"Virulence","N0.HOG0003828",0,1,797
"Virulence","N0.HOG0003834",0,8,22
"Virulence","N0.HOG0003836",0,3,177
"Virulence","N0.HOG0003837",0,1,797
"Virulence","N0.HOG0003839",1,2,163
"Virulence","N0.HOG0003840",2,0,645
"Virulence","N0.HOG0003841",0,2,1108
"Virulence","N0.HOG0003844",2,0,645
"Virulence","N0.HOG0003845",0,1,797
"Virulence","N0.HOG0003849",0,1.5,76
"Virulence","N0.HOG0003851",0,1,797
"Virulence","N0.HOG0003854",0,1,797
"Virulence","N0.HOG0003855",4,2,17
"Virulence","N0.HOG0003856",0,2,1108
"Virulence","N0.HOG0003861",0,2,1108
"Virulence","N0.HOG0003863",5,5,8
"Virulence","N0.HOG0003864",0,2,1108
"Virulence","N0.HOG0003865",0,1,797
"Virulence","N0.HOG0003866",1,1,651
"Virulence","N0.HOG0003868",1,1,651
"Virulence","N0.HOG0003869",0,17,2
"Virulence","N0.HOG0003870",1,1,651
"Virulence","N0.HOG0003871",2,2,439
"Virulence","N0.HOG0003874",1,1,651
"Virulence","N0.HOG0003875",1,1,651
"Virulence","N0.HOG0003876",2,2,439
"Virulence","N0.HOG0003882",1,1,651
"Virulence","N0.HOG0003883",2,1.5,40
"Virulence","N0.HOG0003884",0,2,1108
"Virulence","N0.HOG0003885",1.5,0,48
"Virulence","N0.HOG0003886",2,0,645
"Virulence","N0.HOG0003888",2,0,645
"Virulence","N0.HOG0003891",2,0,645
"Virulence","N0.HOG0003894",0,1,797
"Virulence","N0.HOG0003896",2,2,439
"Virulence","N0.HOG0003899",0,2,1108
"Virulence","N0.HOG0003901",0,1,797
"Virulence","N0.HOG0003902",4,3,22
"Virulence","N0.HOG0003905",3,2,58
"Virulence","N0.HOG0003906",2,1,184
"Virulence","N0.HOG0003907",0,1,797
"Virulence","N0.HOG0003908",2,3,45
"Virulence","N0.HOG0003911",0,1,797
"Virulence","N0.HOG0003916",0,2,1108
"Virulence","N0.HOG0003917",0,1,797
"Virulence","N0.HOG0003918",3,0,128
"Virulence","N0.HOG0003931",1,1,651
"Virulence","N0.HOG0003933",2,1,184
"Virulence","N0.HOG0003937",0,2,1108
"Virulence","N0.HOG0003938",1,1,651
"Virulence","N0.HOG0003939",1,1,651
"Virulence","N0.HOG0003940",0,2,1108
"Virulence","N0.HOG0003943",0,2,1108
"Virulence","N0.HOG0003944",2,2,439
"Virulence","N0.HOG0003945",0,2,1108
"Virulence","N0.HOG0003947",0,2,1108
"Virulence","N0.HOG0003949",2,0,645
"Virulence","N0.HOG0003951",1,1,651
"Virulence","N0.HOG0003952",0,2,1108
"Virulence","N0.HOG0003954",0,1,797
"Virulence","N0.HOG0003957",1,1,651
"Virulence","N0.HOG0003959",0,1,797
"Virulence","N0.HOG0003963",0,1,797
"Virulence","N0.HOG0003964",1,2,163
"Virulence","N0.HOG0003967",1,1,651
"Virulence","N0.HOG0003968",4,0,55
"Virulence","N0.HOG0003971",1,1,651
"Virulence","N0.HOG0003972",2,2,439
"Virulence","N0.HOG0003974",0,1,797
"Virulence","N0.HOG0003978",2,4,19
"Virulence","N0.HOG0003979",1,1,651
"Virulence","N0.HOG0003983",2,2,439
"Virulence","N0.HOG0003984",2,1,184
"Virulence","N0.HOG0003985",2,2,439
"Virulence","N0.HOG0003986",1,1,651
"Virulence","N0.HOG0003987",0,2,1108
"Virulence","N0.HOG0003988",0,2,1108
"Virulence","N0.HOG0003989",1,2,163
"Virulence","N0.HOG0003990",0,1,797
"Virulence","N0.HOG0003992",1.5,1,33
"Virulence","N0.HOG0003993",2,2,439
"Virulence","N0.HOG0003994",1,1,651
"Virulence","N0.HOG0003995",1,1,651
"Virulence","N0.HOG0003996",0,4,110
"Virulence","N0.HOG0003997",1,1,651
"Virulence","N0.HOG0003998",0,3,177
"Virulence","N0.HOG0003999",0,1,797
"Virulence","N0.HOG0004004",1,1,651
"Virulence","N0.HOG0004006",0,6,44
"Virulence","N0.HOG0004008",0,2,1108
"Virulence","N0.HOG0004010",0,2,1108
"Virulence","N0.HOG0004013",2,2,439
"Virulence","N0.HOG0004017",0,1,797
"Virulence","N0.HOG0004018",0,1,797
"Virulence","N0.HOG0004019",1,1,651
"Virulence","N0.HOG0004022",0,2,1108
"Virulence","N0.HOG0004023",0,2,1108
"Virulence","N0.HOG0004024",3,0,128
"Virulence","N0.HOG0004028",0,3,177
"Virulence","N0.HOG0004030",0,1,797
"Virulence","N0.HOG0004031",0,2,1108
"Virulence","N0.HOG0004032",2,2,439
"Virulence","N0.HOG0004033",1,2,163
"Virulence","N0.HOG0004035",0,3,177
"Virulence","N0.HOG0004037",0,2,1108
"Virulence","N0.HOG0004038",0,1,797
"Virulence","N0.HOG0004041",2,0,645
"Virulence","N0.HOG0004042",0,1,797
"Virulence","N0.HOG0004043",0,4,110
"Virulence","N0.HOG0004044",1,1,651
"Virulence","N0.HOG0004047",1,1,651
"Virulence","N0.HOG0004051",2,0,645
"Virulence","N0.HOG0004052",0,2,1108
"Virulence","N0.HOG0004055",2,2,439
"Virulence","N0.HOG0004057",2,0,645
"Virulence","N0.HOG0004058",1,1,651
"Virulence","N0.HOG0004059",0,1,797
"Virulence","N0.HOG0004062",0,2,1108
"Virulence","N0.HOG0004064",0,1,797
"Virulence","N0.HOG0004067",1.5,1,33
"Virulence","N0.HOG0004070",1,1,651
"Virulence","N0.HOG0004078",1,1,651
"Virulence","N0.HOG0004079",0,1,797
"Virulence","N0.HOG0004080",2,0,645
"Virulence","N0.HOG0004083",2,2,439
"Virulence","N0.HOG0004090",1,1,651
"Virulence","N0.HOG0004091",2,0,645
"Virulence","N0.HOG0004092",0,1,797
"Virulence","N0.HOG0004093",1,1,651
"Virulence","N0.HOG0004095",2,1,184
"Virulence","N0.HOG0004098",1,2.5,7
"Virulence","N0.HOG0004102",1,1,651
"Virulence","N0.HOG0004104",0,2,1108
"Virulence","N0.HOG0004111",2,2,439
"Virulence","N0.HOG0004112",2,1,184
"Virulence","N0.HOG0004115",0,1,797
"Virulence","N0.HOG0004116",1,1,651
"Virulence","N0.HOG0004118",0,2,1108
"Virulence","N0.HOG0004119",0,1,797
"Virulence","N0.HOG0004125",1,1,651
"Virulence","N0.HOG0004126",0,1.5,76
"Virulence","N0.HOG0004128",0,1,797
"Virulence","N0.HOG0004130",0,1,797
"Virulence","N0.HOG0004131",0,1,797
"Virulence","N0.HOG0004132",2,2,439
"Virulence","N0.HOG0004134",0,1,797
"Virulence","N0.HOG0004135",2,2,439
"Virulence","N0.HOG0004136",1,1,651
"Virulence","N0.HOG0004139",2,2,439
"Virulence","N0.HOG0004143",2,0,645
"Virulence","N0.HOG0004144",0,2,1108
"Virulence","N0.HOG0004145",0,3,177
"Virulence","N0.HOG0004146",1,1,651
"Virulence","N0.HOG0004148",0,3,177
"Virulence","N0.HOG0004150",3,3,60
"Virulence","N0.HOG0004152",2,1,184
"Virulence","N0.HOG0004153",3,0,128
"Virulence","N0.HOG0004154",0,2,1108
"Virulence","N0.HOG0004159",0,1,797
"Virulence","N0.HOG0004164",2,1,184
"Virulence","N0.HOG0004166",0,1,797
"Virulence","N0.HOG0004167",2,2,439
"Virulence","N0.HOG0004170",0,1,797
"Virulence","N0.HOG0004172",0,2,1108
"Virulence","N0.HOG0004173",0,2,1108
"Virulence","N0.HOG0004175",3,2,58
"Virulence","N0.HOG0004181",2,0,645
"Virulence","N0.HOG0004182",0,1,797
"Virulence","N0.HOG0004183",1,1,651
"Virulence","N0.HOG0004187",2,0,645
"Virulence","N0.HOG0004190",1,1,651
"Virulence","N0.HOG0004192",2,0,645
"Virulence","N0.HOG0004193",0,1,797
"Virulence","N0.HOG0004200",0,2,1108
"Virulence","N0.HOG0004202",1,1,651
"Virulence","N0.HOG0004203",0,2,1108
"Virulence","N0.HOG0004208",0,1,797
"Virulence","N0.HOG0004209",2,1,184
"Virulence","N0.HOG0004212",0,1,797
"Virulence","N0.HOG0004217",2,0,645
"Virulence","N0.HOG0004218",1,1,651
"Virulence","N0.HOG0004219",2,0,645
"Virulence","N0.HOG0004220",1,1,651
"Virulence","N0.HOG0004222",0,1,797
"Virulence","N0.HOG0004224",1,1,651
"Virulence","N0.HOG0004225",2,0,645
"Virulence","N0.HOG0004226",2,2,439
"Virulence","N0.HOG0004227",0,2,1108
"Virulence","N0.HOG0004228",2,3.5,6
"Virulence","N0.HOG0004232",0,2,1108
"Virulence","N0.HOG0004233",1,2,163
"Virulence","N0.HOG0004235",0,2,1108
"Virulence","N0.HOG0004236",0,2,1108
"Virulence","N0.HOG0004246",2,2,439
"Virulence","N0.HOG0004248",0,2,1108
"Virulence","N0.HOG0004249",2,3,45
"Virulence","N0.HOG0004256",0,1,797
"Virulence","N0.HOG0004257",0,2,1108
"Virulence","N0.HOG0004258",1,1,651
"Virulence","N0.HOG0004259",0,1,797
"Virulence","N0.HOG0004267",0,1,797
"Virulence","N0.HOG0004269",0,2,1108
"Virulence","N0.HOG0004271",2,2,439
"Virulence","N0.HOG0004274",0,2,1108
"Virulence","N0.HOG0004275",0,2,1108
"Virulence","N0.HOG0004276",0,2,1108
"Virulence","N0.HOG0004282",1,1,651
"Virulence","N0.HOG0004283",0,1,797
"Virulence","N0.HOG0004284",2,0,645
